Id,Name,2023-02-01 10:49:49,2023-02-02 10:40:15,2023-02-03 10:42:06,2023-02-04 10:29:29,2023-02-05 10:44:14,2023-02-06 10:29:33,2023-02-07 10:37:04,2023-02-08 10:40:25
2865878,HGST Deskstar 7K1000.C SATA2/7200/32M/리퍼비시,"HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000","HDS721010CLA332, 1TB_125원/1GB_125,000"
1580767,HGST Deskstar 7K1000.D 7200/32M,"HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840","HDS721010DLE630, 1TB_108원/1GB_107,840"
3342768,HGST Deskstar 7K2000 SATA2/7200/32M/해외구매,"HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000","HDS722020ALA330, 2TB_57원/1GB_113,000"
3318233,HGST Deskstar 7K3000 7200/64M/해외구매,"HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980","HDS723030ALA640, 3TB_56원/1GB_166,980"
4897524,HGST Deskstar NAS 7200/128M,"HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000","HDN726040ALE614, 4TB_45원/1GB_179,000"
4897498,HGST Deskstar NAS 패키지 7200/128M HDN726040ALE614,"4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990","4x4TB_699,990|2x4TB_44원/1GB_353,990|4TB_45원/1GB_178,990"
4897585,HGST Deskstar NAS 패키지 7200/128M HDN726060ALE614,"4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000","4x6TB_1,000,000|2x6TB_43원/1GB_510,000|6TB_43원/1GB_259,000"
4841049,HGST Deskstar NAS 패키지 7200/128M HDN728080ALE604,"4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000","4x8TB_1,240,000|2x8TB_39원/1GB_630,000|8TB_40원/1GB_319,000"
1943072,HGST Travelstar 7K1000 7200/32M/노트북용,"HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730","HTS721010A9E630, 1TB_99원/1GB_98,730"
3354216,HGST Travelstar 7K1000 7200/32M/해외구매,"HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절","HTS721010A9E630, 1TB_일시품절"
