productId,productName,productPrice
9790980,이엠텍 지포스 GTX 1660 SUPER STORM X Dual OC D6 6GB,"272,200"
8467755,갤럭시 GALAX 지포스 RTX 2070 SUPER EX WHITE OC D6 8GB,"604,200"
11157453,이엠텍 지포스 RTX 2070 SUPER GAMER OC D6 8GB,"617,100"
9783714,ZOTAC GAMING 지포스 GTX 1660 SUPER AMP D6 6GB 백플레이트,"275,800"
9790116,COLORFUL 지포스 GTX 1660 SUPER 토마호크 D6 6GB,"266,000"
8467689,갤럭시 GALAX 지포스 RTX 2060 SUPER EX WHITE OC D6 8GB,"482,200"
9357876,MSI 지포스 RTX 2070 SUPER 게이밍 X D6 8GB 트윈프로져7,"644,200"
9983658,갤럭시 GALAX 지포스 GTX 1650 SUPER EX BLACK OC D6 4GB,"200,000"
9789540,PALIT 지포스 GTX 1660 SUPER GAMINGPRO OC D6 6GB,"261,200"
10007985,이엠텍 지포스 RTX 2060 SUPER MIRACLE V2 D6 8GB,"442,600"
9990726,이엠텍 HV 지포스 RTX 2070 SUPER BLACK MONSTER V2 OC D6 8GB,"641,200"
8454207,이엠텍 HV 지포스 RTX 2060 SUPER STORM X Dual D6 8GB,"458,600"
11197395,PowerColor 라데온 RX 550 레드드래곤 DH D5 2GB,"84,800"
8467767,갤럭시 GALAX 지포스 RTX 2070 SUPER EX BLACK OC D6 8GB,"604,000"
9790326,MSI 지포스 GTX 1660 SUPER 게이밍 X D6 6GB 트윈프로져7,"296,100"
5105844,HIS 라데온 RX 570 IceQ X2 Turbo D5 4GB,"154,500"
11194008,갤럭시 GALAX 지포스 RTX 2070 SUPER EX OC D6 8GB PINK Edition,"619,800"
9990681,이엠텍 지포스 RTX 2080 Ti BLACK EDITION V2 OC D6 11GB,"1,527,000"
9976458,ZOTAC GAMING 지포스 GTX 1650 SUPER D6 4GB TWIN,"195,000"
7628938,이엠텍 HV 지포스 GTX 1660 STORM X Dual V2 OC D5 6GB,"247,400"
9789000,GIGABYTE 지포스 GTX 1660 SUPER UDV OC D6 6GB,"263,000"
10404144,SAPPHIRE 라데온 RX 5600 XT PULSE OC D6 6GB Dual-X,"366,200"
9790461,갤럭시 GALAX 지포스 GTX 1660 SUPER OC D6 6GB,"267,700"
9790467,갤럭시 GALAX 지포스 GTX 1660 SUPER EX WHITE OC D6 6GB,"284,600"
8791634,갤럭시 GALAX 지포스 RTX 2080 SUPER EX WHITE OC D6 8GB,"839,300"
10090653,이엠텍 지포스 GTX 1660 SUPER MIRACLE D6 6GB,"262,200"
9477057,SAPPHIRE 라데온 RX 5700 XT NITRO+ OC D6 8GB Tri-X,"527,900"
7038919,이엠텍 지포스 RTX 2060 STORM X Dual OC D6 6GB,"401,200"
6567031,GIGABYTE AORUS Xtreme 지포스 RTX 2080 Ti D6 11GB,"1,710,800"
9990747,이엠텍 XENON 지포스 RTX 2070 SUPER TURBO JET V2 OC D6 8GB,"650,000"
8467725,갤럭시 GALAX 지포스 RTX 2060 SUPER EX BLACK OC D6 8GB,"482,300"
10060998,이엠텍 XENON 지포스 GT1030 D5 2GB LP,"91,900"
11045340,XFX 라데온 RX 5600 XT THICC II PRO D6 6GB,"313,800"
9788790,GIGABYTE 지포스 GTX 1660 SUPER Gaming OC D6 6GB,"294,400"
10291605,SAPPHIRE 라데온 RX 5700 XT NITRO+ Special Edition OC D6 8GB Tri-X,"562,400"
9995274,INNO3D 지포스 GTX 1650 SUPER OC D6 4GB X2,"190,000"
9776874,갤럭시 GALAX 지포스 RTX 2070 SUPER The Art OC D6 8GB,"644,900"
8789228,갤럭시 GALAX 지포스 RTX 2080 SUPER EX BLACK OC D6 8GB,"839,300"
9944580,EVGA 지포스 GTX 1660 SUPER SC ULTRA GAMING D6 6GB,"275,200"
8676386,ZOTAC GAMING 지포스 RTX 2070 SUPER AMP D6 8GB,"597,400"
7061923,갤럭시 GALAX 지포스 RTX 2060 BLACK D D6 6GB,"377,200"
8755622,MSI 지포스 RTX 2080 SUPER 게이밍 X 트리오 D6 8GB 트라이프로져,"965,000"
8466555,ZOTAC GAMING 지포스 RTX 2060 SUPER AIR D6 8GB,"456,400"
9365832,COLORFUL 지포스 RTX 2060 SUPER Gaming GT V2 D6 8GB,"454,700"
9211425,갤럭시 GALAX 지포스 RTX 2070 SUPER EX Gamer OC D6 8GB,"668,000"
9764988,이엠텍 지포스 GTX 1660 MIRACLE D5 6GB,"237,500"
11172636,이엠텍 지포스 GTX 1650 MIRACLE D5 4GB,"167,000"
10513509,ASUS TUF Gaming 지포스 GTX 1650 SUPER O4G D6 4GB,"216,500"
9790470,갤럭시 GALAX 지포스 GTX 1660 SUPER EX BLACK OC D6 6GB,"282,000"
9764886,이엠텍 지포스 RTX 2060 MIRACLE D6 6GB,"376,600"
11582120,ZOTAC GAMING 지포스 RTX 2060 SUPER OC D6 8GB,"477,800"
9201048,갤럭시 GALAX 지포스 RTX 2080 Ti SG V2 D6 11GB,"1,454,800"
8694020,GIGABYTE 지포스 RTX 2070 SUPER WINDFORCE OC D6 8GB,"606,500"
10996128,갤럭시 GALAX 지포스 GTX 1650 BLACK EX D6 4GB,"173,480"
9342261,ZOTAC GAMING 지포스 RTX 2070 SUPER AIR D6 8GB,"567,600"
10513578,ASUS PH 지포스 GTX 1650 SUPER O4G D6 4GB,"198,100"
9245511,SAPPHIRE 라데온 RX 5700 XT PULSE OC D6 8GB Dual-X,"487,700"
8462607,MSI 지포스 RTX 2060 SUPER 게이밍 X D6 8GB 트윈프로져7,"509,100"
7462198,갤럭시 GALAX 지포스 GTX 1660 BLACK D D5 6GB,"249,000"
10394691,ASRock Phantom Gaming D 라데온 RX 570 D5 4GB 디앤디컴,"153,000"
9792135,갤럭시 BOY 지포스 GTX 1660 SUPER OC D6 6GB,"278,800"
11025984,갤럭시 BOY 지포스 RTX 2060 SUPER V2 OC D6 8GB,"491,700"
10988301,GAINWARD 지포스 GTX 1650 고스트 D6 4GB,"191,000"
10308651,ASRock Phantom Gaming D 라데온 RX 570 D5 4GB 에즈윈,"155,500"
7188814,MSI 라데온 RX 570 아머 OC D5 4GB,"158,000"
9909333,ASUS TUF Gaming 지포스 GTX 1660 SUPER O6G D6 6GB,"287,000"
7265569,MSI 지포스 RTX 2060 벤투스 S OC D6 6GB,"360,900"
11312127,ZOTAC GAMING 지포스 RTX 2060 FLEX D6 6GB,"368,800"
11032536,이엠텍 지포스 GTX 1650 SUPER MIRACLE D6 4GB,"194,900"
7776679,MSI 지포스 GTX 1650 벤투스 S OC D5 4GB,"169,700"
7310233,MSI 지포스 GTX 1660 Ti 벤투스 S OC D6 6GB,"338,700"
10253310,ASRock 라데온 RX 5500 XT CHALLENGER D OC D6 4GB 에즈윈,"183,700"
9886092,MSI 지포스 RTX 2070 SUPER 게이밍 X 트리오 D6 8GB 트라이프로져,"755,700"
7912525,이엠텍 XENON 지포스 GTX 1660 Ti STORM X Dual OC D6 6GB WHITE,"335,000"
8478939,GIGABYTE 지포스 RTX 2070 SUPER Gaming OC D6 8GB,"639,900"
9401094,ZOTAC GAMING 지포스 RTX 2080 SUPER D6 8GB TRIPLE,"820,000"
9790371,MSI 지포스 GTX 1660 SUPER 벤투스 S OC D6 6GB,"265,900"
10223292,이엠텍 HV 지포스 RTX 2080 SUPER BLACK MONSTER V2 OC D6 8GB,"881,800"
10361847,이엠텍 HV 지포스 RTX 2060 SUPER BLACK MONSTER V2 OC D6 8GB,"513,500"
6400464,GIGABYTE 지포스 RTX 2080 Ti Gaming D6 11GB,"1,508,800"
7458586,MSI 지포스 GTX 1660 벤투스 S OC D5 6GB,"242,000"
9896661,MSI 지포스 RTX 2070 벤투스 GP D6 8GB,"482,100"
8649560,COLORFUL 지포스 RTX 2070 SUPER Gaming GT D6 8GB,"590,900"
8493237,COLORFUL iGAME 지포스 RTX 2070 SUPER Vulcan X OC D6 8GB,"708,000"
10702020,이엠텍 XENON 지포스 RTX 2080 SUPER TURBO JET V2 OC D6 8GB,"852,500"
10767708,MSI 지포스 RTX 2070 SUPER 벤투스 GP OC D6 8GB,"575,500"
6739429,ASUS DUAL 라데온 RX 580 O8G D5 8GB,"209,000"
9945075,MSI 지포스 RTX 2060 SUPER 벤투스 GP OC D6 8GB,"455,000"
9849591,INNO3D 지포스 GTX 1660 SUPER D6 6GB X2,"263,000"
5374221,AFOX 지포스 GT710 OZ D3 1GB LP 무소음 디앤디컴,"39,200"
productId,productName,productPrice
9790980,이엠텍 지포스 GTX 1660 SUPER STORM X Dual OC D6 6GB,"272,200"
8467755,갤럭시 GALAX 지포스 RTX 2070 SUPER EX WHITE OC D6 8GB,"604,200"
11157453,이엠텍 지포스 RTX 2070 SUPER GAMER OC D6 8GB,"617,100"
9783714,ZOTAC GAMING 지포스 GTX 1660 SUPER AMP D6 6GB 백플레이트,"275,800"
9790116,COLORFUL 지포스 GTX 1660 SUPER 토마호크 D6 6GB,"266,000"
8467689,갤럭시 GALAX 지포스 RTX 2060 SUPER EX WHITE OC D6 8GB,"482,200"
9357876,MSI 지포스 RTX 2070 SUPER 게이밍 X D6 8GB 트윈프로져7,"644,200"
9983658,갤럭시 GALAX 지포스 GTX 1650 SUPER EX BLACK OC D6 4GB,"200,000"
9789540,PALIT 지포스 GTX 1660 SUPER GAMINGPRO OC D6 6GB,"261,200"
10007985,이엠텍 지포스 RTX 2060 SUPER MIRACLE V2 D6 8GB,"442,600"
9990726,이엠텍 HV 지포스 RTX 2070 SUPER BLACK MONSTER V2 OC D6 8GB,"641,200"
8454207,이엠텍 HV 지포스 RTX 2060 SUPER STORM X Dual D6 8GB,"458,600"
11197395,PowerColor 라데온 RX 550 레드드래곤 DH D5 2GB,"84,800"
8467767,갤럭시 GALAX 지포스 RTX 2070 SUPER EX BLACK OC D6 8GB,"604,000"
9790326,MSI 지포스 GTX 1660 SUPER 게이밍 X D6 6GB 트윈프로져7,"296,100"
